8.219.8.46 - - [05/Feb/2025:00:11:00 +0000] "GET / HTTP/1.1" 200 1742 "-" "curl/7.64.1"
3.145.185.239 - - [05/Feb/2025:11:16:02 +0000] "SSH-2.0-Go" 400 527 "-" "-"
3.145.185.239 - - [05/Feb/2025:11:16:06 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
3.145.185.239 - - [05/Feb/2025:11:16:09 +0000] "\x16\x03\x01" 400 527 "-" "-"
3.145.185.239 - - [05/Feb/2025:11:16:10 +0000] "\x16\x03\x01" 400 527 "-" "-"
3.145.185.239 - - [05/Feb/2025:11:16:11 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/126.0.0.0 Safari/537.36"
185.91.127.88 - - [05/Feb/2025:11:32:13 +0000] "GET /robots.txt HTTP/1.1" 302 350 "-" "Mozilla/5.0"
185.91.127.88 - - [05/Feb/2025:11:32:13 +0000] "GET /sitemap.xml HTTP/1.1" 302 350 "-" "Mozilla/5.0"
185.91.127.88 - - [05/Feb/2025:11:32:13 +0000] "GET / HTTP/1.1" 200 1761 "-" "Mozilla/5.0"
143.202.70.176 - - [05/Feb/2025:11:37:52 +0000] "GET / HTTP/1.1" 200 1761 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0"
184.105.247.195 - - [05/Feb/2025:11:39:39 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
184.105.247.195 - - [05/Feb/2025:11:43:11 +0000] "GET /favicon.ico HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0.0; Win64; x64; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.6261.156 Not(A:Brand/24 YaBrowser/24.4.1.899 Yowser/2.5  Safari/537.36"
184.105.247.195 - - [05/Feb/2025:11:44:07 +0000] "GET /geoserver/web/ HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
45.79.181.179 - - [05/Feb/2025:11:46:50 +0000] "\x16\x03\x01\x01\n" 400 527 "-" "-"
45.79.181.179 - - [05/Feb/2025:11:46:51 +0000] "\x16\x03\x01\x01\n" 400 527 "-" "-"
128.199.170.18 - - [05/Feb/2025:11:55:47 +0000] "\x16\x03\x01\x01\x02\x01" 400 527 "-" "-"
87.121.84.7 - - [05/Feb/2025:12:19:28 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
185.242.226.10 - - [05/Feb/2025:12:47:21 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36"
206.168.34.219 - - [05/Feb/2025:12:59:41 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
206.168.34.219 - - [05/Feb/2025:12:59:48 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.219 - - [05/Feb/2025:12:59:51 +0000] "GET /favicon.ico HTTP/1.1" 302 350 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.219 - - [05/Feb/2025:12:59:56 +0000] "GET / HTTP/1.1" 200 966 "http://35.243.94.80/favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.219 - - [05/Feb/2025:12:59:58 +0000] "PRI * HTTP/2.0" 400 527 "-" "-"
39.109.123.102 - - [05/Feb/2025:13:08:36 +0000] "POST /cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh HTTP/1.1" 400 486 "-" "Custom-AsyncHttpClient"
87.59.250.186 - - [05/Feb/2025:13:09:38 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
79.7.120.56 - - [05/Feb/2025:13:16:47 +0000] "GET / HTTP/1.0" 200 1761 "-" "curl/7.88.1"
46.19.138.234 - - [05/Feb/2025:13:24:20 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /admin/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /api/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /app/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /build/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /administrator/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /dev/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /backend/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /html/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /backup/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /dist/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /blog/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /frontend/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /old/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /main/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /production/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /public/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /root/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /v1/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /staging/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /temp/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /static/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /src/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /wordpress/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /web/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /test/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /v2/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /v3/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /wp-admin/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /www/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /_git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /beta/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /assets/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /cms/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:53 +0000] "GET /debug/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:54 +0000] "GET /new/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:54 +0000] "GET /sites/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:54 +0000] "GET /tmp/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:54 +0000] "GET /site/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:54 +0000] "GET /wp/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
213.136.86.62 - - [05/Feb/2025:13:27:54 +0000] "GET /wp-content/.git/config HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"
170.106.82.209 - - [05/Feb/2025:13:50:21 +0000] "GET / HTTP/1.1" 200 966 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
104.209.33.45 - - [05/Feb/2025:13:53:20 +0000] "GET /hudson HTTP/1.1" 302 331 "-" "Mozilla/5.0 zgrab/0.x"
176.65.137.162 - - [05/Feb/2025:13:58:48 +0000] "POST /php-cgi/php-cgi.exe?%ADd+cgi.force_redirect%3D0+%ADd+disable_functions%3D%22%22+%ADd+allow_url_include%3D1+%ADd+auto_prepend_file%3Dphp://input HTTP/1.1" 302 387 "-" "python-requests/2.32.3"
176.65.137.162 - - [05/Feb/2025:13:58:48 +0000] "GET / HTTP/1.1" 200 944 "-" "python-requests/2.32.3"
179.43.191.146 - - [05/Feb/2025:14:18:40 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
193.23.3.37 - - [05/Feb/2025:14:22:48 +0000] "GET /.env HTTP/1.1" 302 350 "-" "Mozilla/5.0 (iPad; CPU OS 13_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/79.0.259819395 Mobile/17A5556d Safari/604.1"
87.121.84.7 - - [05/Feb/2025:14:26:02 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
141.255.166.90 - - [05/Feb/2025:14:30:37 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
194.50.16.252 - - [05/Feb/2025:15:35:37 +0000] "GET / HTTP/1.1" 200 966 "-" "Mozilla/5.0 (ZZ; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36"
139.59.101.104 - - [05/Feb/2025:15:36:27 +0000] "GET /cdn-cgi/trace HTTP/1.1" 302 350 "-" "Mozilla/5.0"
66.240.236.116 - - [05/Feb/2025:15:58:54 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 zgrab/0.x"
51.254.59.113 - - [05/Feb/2025:16:32:11 +0000] "GET / HTTP/1.1" 200 1761 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
66.240.192.84 - - [05/Feb/2025:16:40:32 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 zgrab/0.x"
59.97.253.119 - - [05/Feb/2025:17:17:15 +0000] "GET /boaform/admin/formLogin?username=admin&psd=admin HTTP/1.0" 302 350 "-" "-"
45.79.181.179 - - [05/Feb/2025:17:45:47 +0000] "\x16\x03\x01\x01\n" 400 527 "-" "-"
45.79.181.179 - - [05/Feb/2025:17:45:49 +0000] "\x16\x03\x01\x01\n" 400 527 "-" "-"
80.82.77.202 - - [05/Feb/2025:17:58:14 +0000] "GET / HTTP/1.0" 200 1761 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/36.0.1985.125 Safari/537.36"
185.196.220.253 - - [05/Feb/2025:18:03:26 +0000] "GET / HTTP/1.1" 200 1742 "-" "Hello World"
160.30.21.34 - - [05/Feb/2025:18:17:40 +0000] "CONNECT www.google.com:443 HTTP/1.1" 302 331 "-" "Go-http-client/1.1"
194.50.16.252 - - [05/Feb/2025:18:25:19 +0000] "GET /appsettings.json HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/93.0.4577.0 Safari/537.36"
194.50.16.252 - - [05/Feb/2025:18:25:23 +0000] "GET /appsettings.Production.json HTTP/1.1" 302 292 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Safari/605.5.19"
194.50.16.252 - - [05/Feb/2025:18:25:24 +0000] "GET /api/appsettings.json HTTP/1.1" 302 292 "-" "Mozilla/5.0 (X11; Linux i686; rv:120.0) Gecko/20100101 Firefox/120.0"
194.50.16.252 - - [05/Feb/2025:18:25:27 +0000] "GET /api/appsettings.Production.json HTTP/1.1" 302 292 "-" "Mozilla/5.0 (Knoppix; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"
178.128.171.197 - - [05/Feb/2025:18:55:52 +0000] "\x16\x03\x01" 400 527 "-" "-"
178.128.171.197 - - [05/Feb/2025:18:55:52 +0000] "\x16\x03\x01" 400 527 "-" "-"
178.128.171.197 - - [05/Feb/2025:18:55:53 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
178.128.171.197 - - [05/Feb/2025:18:55:53 +0000] "GET /form.html HTTP/1.1" 302 331 "-" "curl/8.1.2"
178.128.171.197 - - [05/Feb/2025:18:55:54 +0000] "GET /upl.php HTTP/1.1" 302 331 "-" "Mozilla/5.0"
178.128.171.197 - - [05/Feb/2025:18:55:54 +0000] "GET /t4 HTTP/1.1" 302 331 "-" "Mozilla/5.0"
178.128.171.197 - - [05/Feb/2025:18:55:55 +0000] "GET /geoip/ HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
178.128.171.197 - - [05/Feb/2025:18:55:55 +0000] "GET /favicon.ico HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
178.128.171.197 - - [05/Feb/2025:18:55:56 +0000] "GET /1.php HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
178.128.171.197 - - [05/Feb/2025:18:55:56 +0000] "GET /systembc/password.php HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
178.128.171.197 - - [05/Feb/2025:18:55:57 +0000] "GET /password.php HTTP/1.1" 302 331 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36"
47.237.115.100 - - [05/Feb/2025:19:10:37 +0000] "\x16\x03\x01" 400 527 "-" "-"
198.235.24.110 - - [05/Feb/2025:19:15:12 +0000] "GET / HTTP/1.0" 200 1761 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
95.214.55.43 - - [05/Feb/2025:19:16:17 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
206.168.34.196 - - [05/Feb/2025:19:18:21 +0000] "GET / HTTP/1.1" 200 1742 "-" "-"
206.168.34.196 - - [05/Feb/2025:19:18:29 +0000] "GET / HTTP/1.1" 200 947 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.196 - - [05/Feb/2025:19:18:30 +0000] "GET /favicon.ico HTTP/1.1" 302 350 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.196 - - [05/Feb/2025:19:18:38 +0000] "GET / HTTP/1.1" 200 966 "http://35.243.94.80/favicon.ico" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
206.168.34.196 - - [05/Feb/2025:19:18:40 +0000] "PRI * HTTP/2.0" 400 527 "-" "-"
95.214.55.132 - - [05/Feb/2025:19:20:55 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
198.235.24.231 - - [05/Feb/2025:19:36:57 +0000] "\x16\x03\x01" 400 527 "-" "-"
198.235.24.231 - - [05/Feb/2025:19:36:57 +0000] "\x16\x03\x01" 400 527 "-" "-"
46.19.138.234 - - [05/Feb/2025:20:04:35 +0000] "GET / HTTP/1.1" 200 1003 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
168.76.20.229 - - [05/Feb/2025:20:10:06 +0000] "GET / HTTP/1.1" 200 1798 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.2623.112 Safari/537.36"
168.76.20.229 - - [05/Feb/2025:20:10:06 +0000] "GET / HTTP/1.1" 200 966 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
168.76.20.229 - - [05/Feb/2025:20:10:07 +0000] "GET /favicon.ico HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
168.76.20.229 - - [05/Feb/2025:20:10:07 +0000] "GET / HTTP/1.1" 200 966 "http://35.243.94.80:80/favicon.ico" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
168.76.20.229 - - [05/Feb/2025:20:10:07 +0000] "GET /robots.txt HTTP/1.1" 302 350 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
168.76.20.229 - - [05/Feb/2025:20:10:07 +0000] "GET /js/brand.js HTTP/1.1" 200 533 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
168.76.20.229 - - [05/Feb/2025:20:10:07 +0000] "GET /js/login.js HTTP/1.1" 200 885 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE"
